Date,Close,High,Low,Open,Volume,RSI,MACD,Bollinger_Upper,Bollinger_Lower
2024-04-20,64994.44140625,65442.45703125,63172.40234375,63851.1015625,23097485495,44.75046375227703,-1576.912831316782,72455.04552679964,61022.509160700356
2024-04-21,64926.64453125,65723.2421875,64277.72265625,64992.81640625,20506644853,44.58147555114034,-1483.4680179500501,72098.94124286716,60901.06305400784
2024-04-22,66837.6796875,67233.9609375,64548.1796875,64935.6328125,28282686673,50.2808385884009,-1240.9034022159904,72148.94690642101,60990.12809357899
2024-04-23,66407.2734375,67199.2421875,65864.8671875,66839.890625,24310975583,49.057157303704884,-1071.0529522566503,72164.36367643526,61017.35741731475
2024-04-24,64276.8984375,67075.3671875,63589.87109375,66408.71875,30276655120,43.423931985193654,-1095.7179506958419,71966.74891784618,60791.7776446538
2024-04-25,64481.70703125,65275.20703125,62783.6328125,64275.01953125,32155786816,44.088641038752236,-1086.2175579408358,71815.22818511887,60607.70501800611
2024-04-26,63755.3203125,64789.65625,63322.3984375,64485.37109375,24139372950,42.19513949886613,-1124.3410618884518,71513.46810151136,60395.38619536365
2024-04-27,63419.140625,63898.36328125,62424.71875,63750.98828125,19530783039,41.31085623778884,-1168.2146533073683,71089.76631621475,60224.74657441023
2024-04-28,63113.23046875,64321.484375,62793.59765625,63423.515625,17334827993,40.479529885708125,-1213.678651603579,70021.2363000911,60441.4636999089
2024-04-29,63841.12109375,64174.87890625,61795.45703125,63106.36328125,26635912073,43.39826068529657,-1177.4021485410267,69438.0222312445,60494.88831563052
2024-04-30,60636.85546875,64703.33203125,59120.06640625,63839.41796875,37840840057,35.2123077194686,-1391.1736316283059,68522.75133610656,60415.056476393445
2024-05-01,58254.01171875,60780.5,56555.29296875,60609.49609375,48439780271,30.591208505336112,-1732.888982974422,67941.97954996189,59815.16849691311
2024-05-02,59123.43359375,59602.296875,56937.203125,58253.703125,32711813559,33.99488352420481,-1911.5110718299402,67738.87166119451,59211.033026305486
2024-05-03,62889.8359375,63320.50390625,58848.3125,59122.30078125,33172023048,46.28394106713206,-1729.2198026645492,67696.48314131888,59160.25787430611
2024-05-04,63891.47265625,64494.95703125,62599.3515625,62891.03125,20620477992,49.003209192025636,-1486.7901549262533,67478.2301245502,59193.7855004498
2024-05-05,64031.1328125,64610.890625,62955.3046875,63892.453125,18296164805,49.38793288746533,-1268.7679380523623,67519.48864679513,59213.01916570486
2024-05-06,63161.94921875,65494.90234375,62746.23828125,64038.3125,28697928697,47.0109357202206,-1152.8304999682368,67482.70619812734,59184.81020812265
2024-05-07,62334.81640625,64390.45703125,62285.98046875,63162.76171875,25930730982,44.80117314466349,-1114.8407600166465,67455.55193761329,59317.77696863671
2024-05-08,61187.94140625,62986.0859375,60877.12890625,62332.640625,26088172222,41.86284068359333,-1163.8605847267463,67449.59775692454,59091.249899325456
2024-05-09,63049.9609375,63404.9140625,60648.07421875,61191.19921875,25453338161,47.84379345052942,-1040.4658912263767,67402.4597887929,59059.02692995711
2024-05-10,60792.77734375,63446.7421875,60208.78125,63055.19140625,27804954694,42.179044833715345,-1111.9922056067007,67238.86921426177,58802.451098238234
2024-05-11,60793.7109375,61451.15234375,60492.625,60793.35546875,13842272968,42.182094084381575,-1155.2845902424888,67043.408413574,58584.618539551004
2024-05-12,61448.39453125,61818.15625,60632.6015625,60793.50390625,13800459405,44.396553781071134,-1123.812016991411,66382.82261360034,58706.275823899654
2024-05-13,62901.44921875,63422.66015625,60769.83984375,61451.21875,27889181179,49.0599269665944,-970.4338490084701,65782.58226183009,58955.933753794925
2024-05-14,61552.7890625,63092.125,61123.765625,62900.7734375,28186271527,45.26529978263181,-946.792119047379,65546.97478470004,58919.13029342496
2024-05-15,66267.4921875,66454.453125,61330.41015625,61553.98828125,39815167074,57.60915451966438,-541.3780685758975,65954.7296635845,58689.9539301655
2024-05-16,65231.58203125,66712.4296875,64613.0546875,66256.109375,31573077994,54.69069340469766,-300.21313473270857,66198.0620871783,58594.24767844669
2024-05-17,67051.875,67459.4609375,65119.31640625,65231.296875,28031279310,58.65435080514239,37.36353897330264,66872.94896729296,58282.63423583204
2024-05-18,66940.8046875,67387.328125,66663.5,67066.2109375,16712277406,58.31910685975594,292.5605827432664,67465.09527292065,58073.24535207936
2024-05-19,66278.3671875,67694.296875,65937.1796875,66937.9296875,19249094538,56.25398537104588,436.32324572266225,67812.96175063752,57969.103483737475
2024-05-20,71448.1953125,71483.5625,66086.171875,66278.7421875,43850655717,66.28729510262428,956.3934076498481,69488.43702324336,57374.76219550664
2024-05-21,70136.53125,71946.4609375,69191.125,71443.0625,46932005990,62.37825483726072,1248.3225448275698,70262.95855753569,57788.4926143393
2024-05-22,69122.3359375,70623.6953125,68977.6953125,70135.3203125,32802561717,59.45855721934116,1381.911586977316,70713.7147172696,58337.626688980396
2024-05-23,67929.5625,70041.2734375,66356.953125,69121.3046875,41895680979,56.130978691234596,1375.6770684396251,71087.96645944956,58467.34760305043
2024-05-24,68526.1015625,69220.296875,66622.671875,67928.1328125,29197308153,57.41460967242487,1402.7024042754638,71510.02767283471,58508.749280290285
2024-05-25,69265.9453125,69579.3203125,68515.8203125,68526.921875,15473071741,59.01630234655068,1466.909762502677,72010.30826015951,58531.9499429655
2024-05-26,68518.09375,69506.2265625,68183.890625,69264.2890625,15628433737,56.69504269232726,1440.840077922825,72346.90818612355,58730.96447012645
2024-05-27,69394.5546875,70597.8828125,68232.5,68512.1796875,25870990717,58.74313620505638,1473.9123932471848,72730.78012511622,59053.066359258795
2024-05-28,68296.21875,69514.640625,67227.15625,69392.1953125,32722265965,55.21873048714313,1395.410486954337,72804.41921595535,59690.255002794656
2024-05-29,67578.09375,68852.4609375,67101.4921875,68296.3515625,26707072906,52.98055167712186,1260.7177058194357,72884.65832244427,60062.82917755571
2024-05-30,68364.9921875,69500.5390625,67118.078125,67576.0859375,29509712534,55.12688845472093,1203.5945451773296,72750.41599978984,60954.29298458516
2024-05-31,67491.4140625,68999.5625,66633.421875,68362.515625,27387283769,52.27406832607162,1075.4366111109994,72390.9675773635,61983.511719511516
2024-06-01,67706.9375,67839.765625,67386.1953125,67489.609375,11641495604,52.921377989779764,979.9650382828404,71989.514107224,63010.819486526
2024-06-02,67751.6015625,68409.1640625,67315.5234375,67710.2734375,17110588415,53.063452842394675,897.5606253743463,71705.24967656082,63780.099151564165
2024-06-03,68804.78125,70230.8203125,67589.8359375,67753.8984375,32401285324,56.40436755584517,906.7844863392093,70887.13794124142,65323.410105633564
2024-06-04,70567.765625,71047.40625,68564.640625,68804.5703125,33149696545,61.36225532716258,1044.3143618947215,71164.7784938667,65475.79689675829
2024-06-05,71082.8203125,71735.4140625,70390.7109375,70568.3515625,32810771409,62.69696687914144,1181.2516541459627,71327.08150167574,65898.61771707426
2024-06-06,70757.1640625,71625.734375,70119.125,71082.84375,25223152007,61.256126279637876,1249.09887281408,71566.15518274534,66030.07294225466
2024-06-07,69342.5859375,71907.8515625,68507.2578125,70759.1875,36188381096,55.31010952964126,1175.176941596059,71558.98642040331,66277.41982959669
2024-06-08,69305.7734375,69533.3203125,69210.7421875,69324.1796875,14262185861,55.16005319537217,1100.931959113601,71418.69666144946,66720.45021355055
2024-06-09,69647.9921875,69817.5234375,69160.84375,69297.4921875,13534028500,56.34573901731095,1057.5160815662384,71082.25628157379,66876.8702809262
2024-06-10,69512.28125,70146.0703125,69232.421875,69644.3125,20597699541,55.716545193720094,1000.6233838403277,70999.31730552309,66897.38425697692
2024-06-11,67332.03125,69549.4140625,66123.6015625,69508.078125,37116136345,46.69519237248331,770.7231405070343,71024.67380802215,66692.99728572783
2024-06-12,68241.1875,69977.890625,66902.453125,67321.375,34497940694,50.30835709520498,654.3439824481029,71017.65556445894,66731.17802929106
2024-06-13,66756.3984375,68365.78125,66304.5625,68243.1015625,28955204146,44.949665538617154,437.2621073882765,71117.25949766244,66454.60378358756
2024-06-14,66011.09375,67294.6484375,65056.89453125,66747.5703125,27403884779,42.50237463243452,202.74616630279343,71235.27853816347,66011.09958683651
2024-06-15,66191.0,66402.1875,65871.7734375,66006.7421875,14121265576,43.304796092986706,31.04960372809728,71326.36580732455,65687.30294267547
2024-06-16,66639.046875,66894.84375,66018.25,66189.359375,13281140541,45.350308989753685,-68.08270573901245,71269.73921894153,65468.37874980849
2024-06-17,66490.296875,67188.3203125,65094.96484375,66636.515625,30006354476,44.772761123567605,-156.8406951421348,71293.09873087153,65264.42705037848
2024-06-18,65140.74609375,66556.703125,64066.95703125,66490.9765625,39481285950,39.81818877673027,-332.2495446586254,71458.11594219574,64855.67507342925
2024-06-19,64960.296875,65695.3515625,64693.30078125,65146.66015625,21103423504,39.19365133527146,-480.2866203378362,71566.76193809247,64406.559546282515
2024-06-20,64828.65625,66438.9609375,64547.84765625,64960.296875,25641109124,38.71656887113482,-601.2979788290977,71686.50685896809,64020.53884415692
2024-06-21,64096.19921875,65007.546875,63378.89453125,64837.98828125,26188171739,36.08462385806319,-747.6846698398585,71841.98951329,63503.98236170999
2024-06-22,64252.578125,64475.46875,63929.7578125,64113.86328125,9858198793,37.06825088697195,-841.3798036677908,71924.85766723868,63071.2118640113
2024-06-23,63180.796875,64491.703125,63180.796875,64248.96484375,11170471802,33.28718033448038,-990.6975175937332,71977.78716663689,62455.8839271131
2024-06-24,60277.4140625,63292.52734375,58601.69921875,63173.3515625,43152133651,25.653389280639104,-1328.0032156258167,72086.84344485088,61317.7924926491
2024-06-25,61804.640625,62258.26171875,60239.75,60266.28125,29201215431,34.201377453591746,-1455.3100827093585,71632.1050210108,60844.71294773919
2024-06-26,60811.27734375,62434.13671875,60695.1875,61789.67578125,22506003064,31.652222340757504,-1617.7098547667192,71210.08826211651,60272.1410347585
2024-06-27,61604.80078125,62293.86328125,60585.33203125,60811.2265625,21231745045,35.770570592474954,-1663.2096885180217,70844.09229140352,59864.35848984647
2024-06-28,60320.13671875,62126.09765625,59985.40234375,61612.8046875,24952866877,32.36997112653343,-1782.384073924106,70497.49979255922,59312.38731681579
2024-06-29,60887.37890625,61097.62109375,60300.96484375,60319.875,12652903396,35.29500599179076,-1810.1921606505348,69874.1362906106,59059.6894906394
2024-06-30,62678.29296875,62892.828125,60632.94921875,60888.4453125,17333226409,43.590373066589514,-1668.485213235057,69056.71576366512,59193.711189459886
2024-07-01,62851.98046875,63777.2265625,62495.51171875,62673.60546875,25468379421,44.3357105756691,-1524.5917619752363,68632.64778794008,59169.77408705992
2024-07-02,62029.015625,63203.359375,61752.74609375,62844.41015625,20151616992,41.53534352504058,-1460.1300795839197,67941.98460926936,59239.22007823063
2024-07-03,60173.921875,62187.703125,59419.38671875,62034.33203125,29756701685,36.01337009691335,-1540.970940051302,67601.00910629777,58921.94792495223
2024-07-04,56977.703125,60399.67578125,56777.8046875,60147.13671875,41149609230,28.887448943682642,-1841.7158912431114,67749.50473716078,57870.11323158922
2024-07-05,56662.375,57497.15234375,53717.375,57022.80859375,55417544033,28.292661288989677,-2081.508442561557,67696.61794601989,56970.1375227301
2024-07-06,58303.5390625,58472.546875,56038.9609375,56659.07421875,20610320577,35.71186897490162,-2114.7401351322915,67171.0957786535,56662.10890884649
2024-07-07,55849.109375,58371.12109375,55793.32421875,58239.4296875,20553359505,30.610893752857635,-2312.471719652014,66830.32210450931,55938.763832990684
2024-07-08,56705.09765625,58131.3359375,54321.01953125,55849.57421875,39766159899,34.14385479037884,-2372.752708225562,66485.67083522337,55439.85025852663
2024-07-09,58009.2265625,58239.1953125,56316.875,56704.59765625,27849512607,39.2212039796857,-2288.90841093161,65960.1090442608,55270.3050182392
2024-07-10,57742.49609375,59359.43359375,57178.4140625,58033.8828125,26175260526,38.56628834181381,-2218.411652314622,65376.14130835188,55145.656738523125
2024-07-11,57344.9140625,59299.43359375,57120.37890625,57729.890625,28707803842,37.559534165205065,-2169.614050166674,64869.908656877,54976.760874372994
2024-07-12,57899.46484375,58532.5546875,56590.17578125,57341.1953125,25604805221,39.91554341080414,-2062.419694991884,64203.038458537725,55008.31974458727
2024-07-13,59231.953125,59787.078125,57796.44140625,57908.73828125,17080061806,45.26021139989875,-1848.6367937724062,63703.74854713606,55112.72528098894
2024-07-14,60787.79296875,61329.52734375,59225.25,59225.25,22223416061,50.76703038246616,-1535.9634016486307,63755.602284471875,55111.909434278125
2024-07-15,64870.15234375,64870.15234375,60704.9296875,60815.45703125,38094526099,61.66458162669739,-947.8292166325846,64421.392347627836,54752.67054299717
2024-07-16,65097.1484375,65354.33984375,62487.96875,64784.41796875,41617346768,62.16605325779406,-458.13090218545403,65182.76353194136,54419.886468058634
2024-07-17,64118.79296875,66066.734375,63896.0859375,65091.83203125,32525071311,58.60758601462024,-147.2887171236216,65581.6050588337,54272.44415991631
2024-07-18,63974.06640625,65104.66015625,63246.1640625,64104.73828125,27239305337,58.077974533175876,86.38197236497945,66033.02845305626,54186.41373444373
2024-07-19,66710.15625,67442.640625,63329.34375,63972.32421875,37003855410,64.59228242113554,486.7364662251057,66984.07507428194,53817.64484759307
2024-07-20,67163.6484375,67610.734375,66299.6171875,66709.921875,19029581250,65.54786088783436,831.0336776115291,67783.84678644616,53466.40868230384
2024-07-21,68154.5234375,68372.90625,65842.296875,67164.9140625,26652190004,67.6050734453469,1170.3558953346655,68720.49588535265,53060.01388027235
2024-07-22,67585.25,68480.0625,66611.296875,68152.9765625,42649109453,65.1964246167261,1377.4571205270404,69517.26976544617,52818.86343767883
2024-07-23,65927.671875,67779.015625,65484.4609375,67584.8046875,35605668666,58.644630771424396,1391.7899437344313,70041.2791760991,52870.22902702591
2024-07-24,65372.1328125,67113.984375,65146.99609375,65927.859375,27470942309,56.5919729553303,1342.842003156351,70364.50336534022,53386.44780653478
2024-07-25,65777.2265625,66112.421875,63473.47265625,65375.875,38315761670,57.75317554472174,1321.5046052315738,70628.34031829212,54034.09600983288
2024-07-26,67912.0625,68207.6015625,65743.765625,65771.8125,30488630457,63.32170736260448,1460.0276918405798,71232.07922536445,54391.209446510555
2024-07-27,67813.3359375,69398.5078125,66705.21875,67911.8125,34691905492,62.9087436972867,1544.04306021698,71458.47677041749,55361.23455770751
2024-07-28,68255.8671875,68301.8515625,67085.828125,67808.65625,18043166945,64.04078946643219,1627.5727726461555,71678.43493458879,56296.35334666121
2024-07-29,66819.9140625,69987.5390625,66532.59375,68259.0546875,40780682628,57.86889316656509,1559.9194744337292,71696.5434218725,57159.313609377496
2024-07-30,66201.015625,66987.671875,65323.19140625,66819.0546875,31380492109,55.39109623841748,1439.7670779774562,71469.54494987722,58232.164034497786
2024-07-31,64619.25,66810.2109375,64532.046875,66201.2734375,31292785994,49.55147654095622,1203.0422493809092,70873.26402879963,59555.878549325374
2024-08-01,65357.5,65593.2421875,62248.94140625,64625.83984375,40975554494,52.09019762442304,1062.7559335359765,70144.5016731694,61030.44442058061
2024-08-02,61415.06640625,65523.22265625,61184.89453125,65353.5,43060875727,40.398503973770566,626.2376964519281,69711.86454515139,61681.392876723614
2024-08-03,60680.09375,62148.37109375,59836.52734375,61414.80859375,31753030589,38.65655262260758,218.46931936098554,69733.00002014349,61649.4874798565
2024-08-04,58116.9765625,61062.98828125,57210.8046875,60676.09375,31758917219,33.26899012023115,-307.96219695654145,70570.74955312394,60136.42036875106
2024-08-05,53991.45703125,58268.828125,49121.23828125,58110.296875,108991085584,26.795650736464722,-1046.0002740918571,71994.95800689812,57601.642774351894
2024-08-06,56034.31640625,57059.91796875,53973.2734375,53991.34765625,49300484106,33.677342068982455,-1449.3518627409867,72543.15198375886,56245.00114124114
2024-08-07,55027.4609375,57726.8828125,54620.5078125,56040.6328125,41637562185,32.07681547311857,-1829.1701891015182,73063.6771692578,54829.815408867194
2024-08-08,61710.13671875,62673.765625,54766.7265625,55030.02734375,45298472567,49.29963095968569,-1572.812460092231,72770.97388977812,54622.51673522188
2024-08-09,60880.11328125,61751.86328125,59587.859375,61728.20703125,33425553115,47.6824114625386,-1420.2512946565475,72389.76544808105,54375.37166129395
2024-08-10,60945.8125,61464.51171875,60287.56640625,60881.23046875,15745822278,47.82829787316538,-1279.2971527806585,71810.94328428597,54233.32273133903
2024-08-11,58719.484375,61778.66015625,58348.82421875,60944.890625,22759754812,43.41077957588847,-1331.8829358946386,71296.37406630561,53861.31538681939
2024-08-12,59354.515625,60680.33203125,57688.8984375,58719.39453125,37078637820,44.972012389658424,-1307.2467068711776,70933.48035235117,53566.89347577383
2024-08-13,60609.56640625,61572.3984375,58506.25390625,59356.20703125,30327698167,48.024032732426306,-1172.9294086263471,70600.52658514779,53423.59060235221
2024-08-14,58737.26953125,61687.7578125,58472.875,60611.05078125,29961696180,44.094953559492446,-1203.6853569117156,70179.19938429444,53140.92210008057
2024-08-15,57560.09765625,59838.6484375,56161.59375,58733.26171875,35682112440,41.78046382390641,-1307.9701342645058,69330.77891471244,52954.14608528756
2024-08-16,58894.10546875,59847.359375,57110.01953125,57560.2734375,29350938673,45.28534435347449,-1268.35251171454,68336.12860950823,53056.87334361677
2024-08-17,59478.97265625,59694.66796875,58814.83203125,58893.53125,13589684021,46.79757986910856,-1176.202832232775,67073.90471479946,53441.407785200536
2024-08-18,58483.96484375,60262.71875,58445.40234375,59468.1328125,17740625837,44.542093012381294,-1169.9756116162025,65987.63952059041,53694.078057534585
2024-08-19,59493.453125,59612.66015625,57864.7109375,58480.7109375,25911207712,47.31638366926658,-1071.2346999608708,64915.36223005901,54095.599098066
2024-08-20,59012.79296875,61396.328125,58610.8828125,59493.453125,31613400008,46.133010268385874,-1020.009044319675,64100.7004307594,54349.6151942406
2024-08-21,61175.19140625,61834.3515625,58823.4453125,59014.98828125,32731154072,51.9546329401484,-795.7519282837529,63119.13887609199,54912.94588953301
2024-08-22,60381.9140625,61408.109375,59815.25390625,61168.31640625,27625734377,49.82717197210018,-674.2648941013831,62970.228575807436,54958.540955442564
2024-08-23,64094.35546875,64947.0625,60372.05078125,60380.953125,42530509233,58.410246880109135,-275.2496423875418,63674.3490254795,54595.8466776455
2024-08-24,64178.9921875,64513.7890625,63619.91796875,64103.87109375,21430585163,58.58419682811583,47.25753970891674,64450.0027698575,54426.3944957675
2024-08-25,64333.54296875,64996.421875,63833.51953125,64176.3671875,18827683555,58.922062185451416,311.724396668149,64741.540879409156,55169.06497996585
2024-08-26,62880.66015625,64489.70703125,62849.55859375,64342.2265625,27682040631,54.42699681189872,399.47587623258005,64888.487725943894,55706.752508431106
2024-08-27,59504.1328125,63210.796875,58116.75,62879.70703125,39103882198,45.70111648390395,194.32199517927802,64451.67868605733,56591.228735817676
2024-08-28,59027.625,60236.44921875,57890.67578125,59507.92578125,40289564698,44.61406255318492,-6.6376174143879325,64329.208520034226,56445.447729965774
2024-08-29,59388.1796875,61184.08203125,58786.2265625,59027.46875,32224990582,45.667169351532124,-135.24676768105564,64270.919726364984,56354.543164260016
2024-08-30,59119.4765625,59896.88671875,57768.53125,59388.6015625,32292756405,44.98075570727507,-255.90265586513124,64201.177525469946,56241.65177140506
2024-08-31,58969.8984375,59432.59375,58768.78515625,59117.48046875,12403470760,44.57906405016532,-359.44951092825795,64196.256027804244,56271.61467532075
2024-09-01,57325.48828125,59062.0703125,57217.82421875,58969.80078125,24592449997,40.316458122311595,-567.6576917648636,64279.284278918305,55985.6836898317
2024-09-02,59112.48046875,59403.0703125,57136.02734375,57326.96875,27036454524,46.32306407309175,-581.7626425141716,64221.29393029226,55893.965444707734
2024-09-03,57431.0234375,59815.05859375,57425.16796875,59106.19140625,26666961053,42.03614541787707,-720.3170805797054,64276.02827737551,55708.60648824949
2024-09-04,57971.5390625,58511.5703125,55673.1640625,57430.34765625,35627680312,43.83550108321742,-777.5443302825661,64253.41496680878,55772.36393944122
2024-09-05,56160.48828125,58300.58203125,55712.453125,57971.703125,31030280656,39.41996854698335,-957.9908779240359,64417.70542188928,55334.71176561072
2024-09-06,53948.75390625,56976.109375,52598.69921875,56160.19140625,49361693566,34.808591932140274,-1264.8837542479887,64826.04865692298,54373.346655577014
2024-09-07,54139.6875,54838.14453125,53740.0703125,53949.0859375,19061486526,35.50995207427643,-1475.6810914192029,65113.049866278096,53651.9177118469
2024-09-08,54841.56640625,55300.859375,53653.7578125,54147.93359375,18268287531,38.144427070517395,-1568.0284816796193,65211.614484969934,53088.16442128006
2024-09-09,57019.53515625,58041.125,54598.43359375,54851.88671875,34618096173,45.574272233625685,-1448.7700583032565,65182.82000993003,52917.63311506997
2024-09-10,57648.7109375,58029.9765625,56419.4140625,57020.09765625,28857630507,47.53481871651559,-1288.633110905219,64954.53538758132,52793.26969054368
2024-09-11,57343.171875,57991.3203125,55567.33984375,57650.2890625,37049062672,46.65587976834797,-1172.8578994291966,64796.13729257395,52647.793566801054
2024-09-12,58127.01171875,58534.359375,57330.1015625,57343.171875,33835707949,49.248512051013165,-1006.2563883789917,63976.773094723925,52870.42338965108
2024-09-13,60571.30078125,60648.0234375,57650.11328125,58130.32421875,32490528356,56.36970043210897,-669.2748076316348,63243.734636347275,53242.69270740272
2024-09-14,60005.12109375,60656.72265625,59517.8828125,60569.1171875,16428405496,54.46338514940763,-442.7961675004408,62271.82484191569,53781.760314334315
2024-09-15,59182.8359375,60381.91796875,58696.30859375,60000.7265625,18120960867,51.72734754760538,-325.9049243919435,61507.80385329547,54175.99888107953
2024-09-16,58192.5078125,59205.51171875,57501.33984375,59185.2265625,32032822113,48.56313607491047,-309.609984071707,61367.088800434605,54185.55143394039
2024-09-17,60308.5390625,61316.08984375,57628.0703125,58192.5078125,38075570118,54.90992296782585,-124.51476035560336,61561.452503484885,54119.27913714012
2024-09-18,61649.6796875,61664.06640625,59218.25390625,60309.0,40990702891,58.4124366007865,128.90741361404798,61980.64470830236,53926.23693232264
2024-09-19,62940.45703125,63872.44140625,61609.8671875,61651.15625,42710252573,61.51124298592176,428.9565127941023,62702.39621677192,53586.58347072808
2024-09-20,63192.9765625,64119.53125,62364.60546875,62941.42578125,35177164222,62.10612158791456,679.2933307380881,63411.071563478006,53300.215936522
2024-09-21,63394.83984375,63543.359375,62783.10546875,63184.33984375,14408616220,62.603709728556304,883.7879845461939,64141.39511225079,53176.82754399921
2024-09-22,63648.7109375,63993.421875,62440.7265625,63396.8046875,20183348802,63.25716258959302,1054.184760854012,64784.03897095801,52987.80673216699
2024-09-23,63329.80078125,64733.55859375,62628.078125,63643.1015625,31400285425,61.796370233284954,1150.2328807008307,65342.52397549099,53019.199462009004
2024-09-24,64301.96875,64695.21484375,62737.41796875,63326.83984375,29938335243,64.4885544403042,1289.9280503876435,66017.965504851,52976.800901398994
2024-09-25,63143.14453125,64804.50390625,62945.375,64302.58984375,25078377700,59.1388028985547,1292.2339801236085,66362.78490655706,53330.24712469294
2024-09-26,65181.01953125,65790.796875,62669.26953125,63138.546875,36873129847,64.68676114915625,1441.8798341318616,66727.5270783183,54088.73151543171
2024-09-27,65790.6640625,66480.6953125,64852.9921875,65180.6640625,32058813449,66.16672125742843,1591.3246700029194,67033.27685071243,54948.07939928758
2024-09-28,65887.6484375,66255.53125,65458.03515625,65792.1796875,15243637984,66.40791122503079,1698.0129710984475,67246.19086205338,55839.77359107162
2024-09-29,65635.3046875,66069.34375,65450.015625,65888.8984375,14788214575,65.10737984619905,1742.1201104627617,67545.24984596099,56402.29156028902
2024-09-30,63329.5,65635.0546875,62873.6171875,65634.65625,37112957475,54.58753881576601,1572.8849299309586,67487.05849471754,57028.561817782465
2024-10-01,60837.0078125,64110.98046875,60189.27734375,63335.60546875,50220923500,45.94547153111286,1223.5373640734906,67207.01462591992,57657.98928033008
2024-10-02,60632.78515625,62357.6875,59996.94921875,60836.32421875,40762722398,45.31248163803848,919.5972944378882,66993.27584486146,58122.30540513853
2024-10-03,60759.40234375,61469.0390625,59878.8046875,60632.484375,36106447279,45.8109516225994,681.0883853850537,66986.56070454708,58147.83070170291
2024-10-04,62067.4765625,62465.9921875,60459.94140625,60754.625,29585472513,50.800235627656875,590.8085409233245,66939.42960265935,58401.19735046565
2024-10-05,62089.94921875,62371.0234375,61689.58203125,62067.609375,13305410749,50.883903216605056,515.1362987134416,66787.53319155324,58843.80508969676
